ExpDay,Treatment,mesocosm,Species,Genus,abund,size_fract,label,fun_grp,vol,biovolume
36,C,10,Gloeocapsa,Gloeocapsa,2.46774193548387,small,CyaGlo000_3217637,VII,NA,NA
36,C,10,Ankyra judayi,Ankyra,2.46774193548387,small,ChlAnkjud_2642105,IV,112.8306667,278.436967824194
36,C,10,Oocystis,Oocystis,2.46774193548387,small,TreOoc000_2641454,IV,1180.14002970929,2912.28104105679
36,D,13,Merismopedia,Merismopedia,77.5,small,CyaMer000_0000000,I,57.9755208278333,4493.10286415708
36,D,13,Desmodesmus,Desmodesmus,1180.38461538462,small,ChlDes000_2652440,IV,225.120555543333,265728.840370188
36,D,13,Elakatothrix gelatinosa,Elakatothrix,411.346153846154,small,KleElagel_2641001,IV,157,64581.3461538462
36,D,13,Chrysochromulina,Chrysochromulina,119.230769230769,small,PryChr000_3202213,I,4353.10583333375,519024.157051332
36,D,13,Rhodomonas,Rhodomonas,286.153846153846,small,CryRho000_3202546,I,96.67765625,27664.6831730769
36,D,13,Cyclotella,Cyclotella,256.346153846154,small,BacCyc000_3193095,VI,1359.03125,348382.433894231
36,D,13,Snowella,Snowella,95.3846153846154,small,CyaSno000_3217087,I,463.368055566667,44198.1837617436
36,D,13,Golenkinia radiata,Golenkinia,17.8846153846154,small,ChlGolrad_2641100,IV,1022.135417,18280.4988040385
36,D,13,Oocystis,Oocystis,196.730769230769,small,TreOoc000_2641454,IV,1180.14002970929,232169.855844731
36,D,13,Cryptomonas,Cryptomonas,47.6923076923077,small,CryCry000_3202413,V,1644.2243666,78416.8544070769
36,D,13,Tetraedron,Tetraedron,17.8846153846154,small,ChlTet000_2672378,IV,661.625,11832.9086538462
36,D,13,Chlamydomonas,Chlamydomonas,11.9230769230769,small,ChlChl000_5271004,I,512.692222223333,6112.86880343205
36,D,13,Cryptomonas,Cryptomonas,11.9230769230769,small,CryCry000_3202413,V,1644.2243666,19604.2136017692
36,D,13,Gloeocapsa,Gloeocapsa,5.96153846153846,small,CyaGlo000_3217637,VII,NA,NA
36,D,13,Cosmarium,Cosmarium,11.9230769230769,small,ZygCos000_2648709,IV,12272.1666666667,146321.987179487
36,E,15,Merismopedia,Merismopedia,76.5,small,CyaMer000_0000000,I,57.9755208278333,4435.12734332925
36,E,15,Desmodesmus,Desmodesmus,1071,small,ChlDes000_2652440,IV,225.120555543333,241104.11498691
36,E,15,Golenkinia radiata,Golenkinia,7.65,small,ChlGolrad_2641100,IV,1022.135417,7819.33594005
36,E,15,Rhodomonas,Rhodomonas,244.8,small,CryRho000_3202546,I,96.67765625,23666.69025
36,E,15,Chlamydomonas,Chlamydomonas,11.475,small,ChlChl000_5271004,I,512.692222223333,5883.14325001275
36,E,15,Cyclotella,Cyclotella,153,small,BacCyc000_3193095,VI,1359.03125,207931.78125
36,E,15,Tetraedron,Tetraedron,3.825,small,ChlTet000_2672378,IV,661.625,2530.715625
36,E,15,Coelastrum,Coelastrum,11.475,small,ChlCoe000_7749802,IV,586.13333335,6725.88000019125
36,E,15,Sphaerocystis,Sphaerocystis,34.425,small,ChlSph000_2639562,I,262.068511908571,9021.70852245257
36,E,15,Quadrigula,Quadrigula,3.825,small,ChlQua000_2641259,IV,69.4288889,265.5655000425
36,E,15,Chrysochromulina,Chrysochromulina,34.425,small,PryChr000_3202213,I,4353.10583333375,149855.668312514
36,E,15,Cryptomonas,Cryptomonas,19.125,small,CryCry000_3202413,V,1644.2243666,31445.791011225
36,E,15,Snowella,Snowella,45.9,small,CyaSno000_3217087,I,463.368055566667,21268.59375051
36,E,15,Cosmarium,Cosmarium,3.825,small,ZygCos000_2648709,IV,12272.1666666667,46941.0375
36,E,15,Oocystis,Oocystis,34.425,small,TreOoc000_2641454,IV,1180.14002970929,40626.3205227422
36,E,15,Sphaerocystis,Sphaerocystis,7.65,small,ChlSph000_2639562,I,262.068511908571,2004.82411610057
36,E,15,Elakatothrix gelatinosa,Elakatothrix,68.85,small,KleElagel_2641001,IV,157,10809.45
36,E,15,Scenedesmus arcuatus,Scenedesmus,7.65,small,ChlScearc_2640846,IV,586.357619042857,4485.63578567786
36,I,5,Merismopedia,Merismopedia,82.8333333333333,small,CyaMer000_0000000,I,57.9755208278333,4802.30564190553
36,I,5,Desmodesmus,Desmodesmus,759.305555555555,small,ChlDes000_2652440,IV,225.120555543333,170935.288493806
36,I,5,Elakatothrix gelatinosa,Elakatothrix,1774.01388888889,small,KleElagel_2641001,IV,157,278520.180555556
36,I,5,Oocystis,Oocystis,20.7083333333333,small,TreOoc000_2641454,IV,1180.14002970929,24438.7331152298
36,I,5,Chrysochromulina,Chrysochromulina,55.2222222222222,small,PryChr000_3202213,I,4353.10583333375,240388.177685208
36,I,5,Snowella,Snowella,96.6388888888889,small,CyaSno000_3217087,I,463.368055566667,44779.3740365676
36,I,5,Cyclotella,Cyclotella,213.986111111111,small,BacCyc000_3193095,VI,1359.03125,290813.812065972
36,I,5,Cryptomonas,Cryptomonas,13.8055555555556,small,CryCry000_3202413,V,1644.2243666,22699.4308388944
36,I,5,Sphaerocystis,Sphaerocystis,41.4166666666667,small,ChlSph000_2639562,I,262.068511908571,10854.0042015467
36,I,5,Chlamydomonas,Chlamydomonas,13.8055555555556,small,ChlChl000_5271004,I,512.692222223333,7078.00095680546
36,I,5,Rhodomonas,Rhodomonas,110.444444444444,small,CryRho000_3202546,I,96.67765625,10677.5100347222
36,I,5,Golenkinia radiata,Golenkinia,27.6111111111111,small,ChlGolrad_2641100,IV,1022.135417,28222.2945693889
36,I,5,Cosmarium,Cosmarium,6.90277777777778,small,ZygCos000_2648709,IV,12272.1666666667,84712.0393518518
36,I,5,Tetraedron,Tetraedron,6.90277777777778,small,ChlTet000_2672378,IV,661.625,4567.05034722222
36,I,5,Coelastrum,Coelastrum,6.90277777777778,small,ChlCoe000_7749802,IV,586.13333335,4045.94814826319
36,I,5,Ankyra judayi,Ankyra,6.90277777777778,small,ChlAnkjud_2642105,IV,112.8306667,778.845018748611
36,I,5,Ankistrodesmus,Ankistrodesmus,6.90277777777778,small,ChlAnk000_9516573,IV,40.9835416675,282.900280677049
36,I,5,Cryptomonas,Cryptomonas,6.90277777777778,small,CryCry000_3202413,V,1644.2243666,11349.7154194472
36,C,1,Merismopedia,Merismopedia,76.5,small,CyaMer000_0000000,I,57.9755208278333,4435.12734332925
36,C,1,Gloeocapsa,Gloeocapsa,6.375,small,CyaGlo000_3217637,VII,NA,NA
36,C,1,Rhodomonas,Rhodomonas,129.625,small,CryRho000_3202546,I,96.67765625,12531.8411914062
36,C,1,Cyclotella,Cyclotella,380.375,small,BacCyc000_3193095,VI,1359.03125,516941.51171875
36,C,1,Cosmarium,Cosmarium,2.125,small,ZygCos000_2648709,IV,12272.1666666667,26078.3541666667
36,C,1,Quadrigula,Quadrigula,17,small,ChlQua000_2641259,IV,69.4288889,1180.2911113
36,C,1,Cryptomonas,Cryptomonas,17,small,CryCry000_3202413,V,1644.2243666,27951.8142322
36,C,1,Ankyra judayi,Ankyra,2.125,small,ChlAnkjud_2642105,IV,112.8306667,239.7651667375
36,C,1,Chlamydomonas,Chlamydomonas,8.5,small,ChlChl000_5271004,I,512.692222223333,4357.88388889833
36,C,1,Scenedesmus arcuatus,Scenedesmus,2.125,small,ChlScearc_2640846,IV,586.357619042857,1246.00994046607
36,C,1,Elakatothrix gelatinosa,Elakatothrix,14.875,small,KleElagel_2641001,IV,157,2335.375
36,C,1,Sphaerocystis,Sphaerocystis,8.5,small,ChlSph000_2639562,I,262.068511908571,2227.58235122286
36,C,1,Oocystis,Oocystis,8.5,small,TreOoc000_2641454,IV,1180.14002970929,10031.1902525289
36,C,1,Sphaerocystis,Sphaerocystis,2.125,small,ChlSph000_2639562,I,262.068511908571,556.895587805714
36,C,1,Cryptomonas,Cryptomonas,4.25,small,CryCry000_3202413,V,1644.2243666,6987.95355805
36,C,1,Snowella,Snowella,10.625,small,CyaSno000_3217087,I,463.368055566667,4923.28559039583
36,C,1,Desmodesmus,Desmodesmus,6.375,small,ChlDes000_2652440,IV,225.120555543333,1435.14354158875
36,C,1,Tetraedron,Tetraedron,4.25,small,ChlTet000_2672378,IV,661.625,2811.90625
36,D,11,Merismopedia,Merismopedia,84,small,CyaMer000_0000000,I,57.9755208278333,4869.943749538
36,D,11,Snowella,Snowella,84,small,CyaSno000_3217087,I,463.368055566667,38922.9166676
36,D,11,Desmodesmus,Desmodesmus,710.181818181818,small,ChlDes000_2652440,IV,225.120555543333,159876.525445865
36,D,11,Elakatothrix gelatinosa,Elakatothrix,1580.72727272727,small,KleElagel_2641001,IV,157,248174.181818182
36,D,11,Koliella,Koliella,99.2727272727273,small,TreKollon_2638730,IV,129.794342216667,12885.0383364182
36,D,11,Golenkinia radiata,Golenkinia,45.8181818181818,small,ChlGolrad_2641100,IV,1022.135417,46832.3863789091
36,D,11,Oocystis,Oocystis,129.818181818182,small,TreOoc000_2641454,IV,1180.14002970929,153203.632947715
36,D,11,Rhodomonas,Rhodomonas,61.0909090909091,small,CryRho000_3202546,I,96.67765625,5906.12590909091
36,D,11,Cyclotella,Cyclotella,106.909090909091,small,BacCyc000_3193095,VI,1359.03125,145292.795454545
36,D,11,Chrysochromulina,Chrysochromulina,61.0909090909091,small,PryChr000_3202213,I,4353.10583333375,265935.192727298
36,D,11,Sphaerocystis,Sphaerocystis,22.9090909090909,small,ChlSph000_2639562,I,262.068511908571,6003.75136372364
36,D,11,Cryptomonas,Cryptomonas,22.9090909090909,small,CryCry000_3202413,V,1644.2243666,37667.6854893818
36,D,11,Coelastrum,Coelastrum,7.63636363636364,small,ChlCoe000_7749802,IV,586.13333335,4475.92727285455
36,D,8,Merismopedia,Merismopedia,80.6666666666667,small,CyaMer000_0000000,I,57.9755208278333,4676.69201344522
36,D,8,Elakatothrix gelatinosa,Elakatothrix,477.794871794872,small,KleElagel_2641001,IV,157,75013.7948717949
36,D,8,Chrysochromulina,Chrysochromulina,12.4102564102564,small,PryChr000_3202213,I,4353.10583333375,54023.1595726547
36,D,8,Cyclotella,Cyclotella,108.589743589744,small,BacCyc000_3193095,VI,1359.03125,147576.854967949
36,D,8,Oocystis,Oocystis,31.025641025641,small,TreOoc000_2641454,IV,1180.14002970929,36614.6009217496
36,D,8,Koliella,Koliella,27.9230769230769,small,TreKollon_2638730,IV,129.794342216667,3624.25740189615
36,D,8,Desmodesmus,Desmodesmus,68.2564102564102,small,ChlDes000_2652440,IV,225.120555543333,15365.9209963168
36,D,8,Snowella,Snowella,24.8205128205128,small,CyaSno000_3217087,I,463.368055566667,11501.0327638085
36,D,8,Sphaerocystis,Sphaerocystis,9.30769230769231,small,ChlSph000_2639562,I,262.068511908571,2439.25307237978
36,D,8,Scenedesmus arcuatus,Scenedesmus,3.1025641025641,small,ChlScearc_2640846,IV,586.357619042857,1819.21210010733
36,D,8,Cryptomonas,Cryptomonas,34.1282051282051,small,CryCry000_3202413,V,1644.2243666,56114.4264601179
36,D,8,Rhodomonas,Rhodomonas,21.7179487179487,small,CryRho000_3202546,I,96.67765625,2099.64038060897
36,D,8,Cosmarium,Cosmarium,3.1025641025641,small,ZygCos000_2648709,IV,12272.1666666667,38075.1837606838
36,D,8,Ankyra judayi,Ankyra,3.1025641025641,small,ChlAnkjud_2642105,IV,112.8306667,350.064376171795
36,I,12,Merismopedia,Merismopedia,75.3333333333333,small,CyaMer000_0000000,I,57.9755208278333,4367.48923569678
36,I,12,Desmodesmus,Desmodesmus,1146.14285714286,small,ChlDes000_2652440,IV,225.120555543333,258020.316732023
36,I,12,Elakatothrix gelatinosa,Elakatothrix,252.904761904762,small,KleElagel_2641001,IV,157,39706.0476190476
36,I,12,Rhodomonas,Rhodomonas,139.904761904762,small,CryRho000_3202546,I,96.67765625,13525.6644791667
36,I,12,Cyclotella,Cyclotella,193.714285714286,small,BacCyc000_3193095,VI,1359.03125,263263.767857143
36,I,12,Chrysochromulina,Chrysochromulina,113,small,PryChr000_3202213,I,4353.10583333375,491900.959166714
36,I,12,Golenkinia radiata,Golenkinia,5.38095238095238,small,ChlGolrad_2641100,IV,1022.135417,5500.0620057619
36,I,12,Sphaerocystis,Sphaerocystis,32.2857142857143,small,ChlSph000_2639562,I,262.068511908571,8461.06909876245
36,I,12,Snowella,Snowella,43.047619047619,small,CyaSno000_3217087,I,463.368055566667,19946.8915348698
36,I,12,Coelastrum,Coelastrum,16.1428571428571,small,ChlCoe000_7749802,IV,586.13333335,9461.86666693572
36,I,12,Cryptomonas,Cryptomonas,43.047619047619,small,CryCry000_3202413,V,1644.2243666,70779.9441622095
36,I,12,Oocystis,Oocystis,37.6666666666667,small,TreOoc000_2641454,IV,1180.14002970929,44451.9411190497
36,I,12,Tetraedron,Tetraedron,10.7619047619048,small,ChlTet000_2672378,IV,661.625,7120.34523809524
36,I,12,Kirchneriella,Kirchneriella,21.5238095238095,small,ChlKir000_2641223,IV,131.618333315,2832.92793611333
36,I,12,Sphaerocystis,Sphaerocystis,5.38095238095238,small,ChlSph000_2639562,I,262.068511908571,1410.17818312707
36,I,12,Koliella,Koliella,10.7619047619048,small,TreKollon_2638730,IV,129.794342216667,1396.83434956984
36,I,12,Scenedesmus arcuatus,Scenedesmus,5.38095238095238,small,ChlScearc_2640846,IV,586.357619042857,3155.16242627823
36,I,12,Ankistrodesmus,Ankistrodesmus,5.38095238095238,small,ChlAnk000_9516573,IV,40.9835416675,220.530486115595
36,I,12,Cryptomonas,Cryptomonas,5.38095238095238,small,CryCry000_3202413,V,1644.2243666,8847.49302027619
36,D,2,Merismopedia,Merismopedia,81.8333333333333,small,CyaMer000_0000000,I,57.9755208278333,4744.3301210777
36,D,2,Desmodesmus,Desmodesmus,2151.04761904762,small,ChlDes000_2652440,IV,225.120555543333,484245.035000164
36,D,2,Oocystis,Oocystis,432.547619047619,small,TreOoc000_2641454,IV,1180.14002970929,510466.759993538
36,D,2,Elakatothrix gelatinosa,Elakatothrix,923.547619047619,small,KleElagel_2641001,IV,157,144996.976190476
36,D,2,Snowella,Snowella,339.02380952381,small,CyaSno000_3217087,I,463.368055566667,157092.803409852
36,D,2,Gloeocapsa,Gloeocapsa,11.6904761904762,small,CyaGlo000_3217637,VII,NA,NA
36,D,2,Sphaerocystis,Sphaerocystis,70.1428571428571,small,ChlSph000_2639562,I,262.068511908571,18382.2341924441
36,D,2,Tetraedron,Tetraedron,23.3809523809524,small,ChlTet000_2672378,IV,661.625,15469.4226190476
36,D,2,Cyclotella,Cyclotella,420.857142857143,small,BacCyc000_3193095,VI,1359.03125,571958.008928571
36,D,2,Koliella,Koliella,11.6904761904762,small,TreKollon_2638730,IV,129.794342216667,1517.35766734246
36,D,2,Ankyra judayi,Ankyra,11.6904761904762,small,ChlAnkjud_2642105,IV,112.8306667,1319.0442226119
36,D,2,Rhodomonas,Rhodomonas,46.7619047619048,small,CryRho000_3202546,I,96.67765625,4520.83135416667
36,D,2,Chlamydomonas,Chlamydomonas,23.3809523809524,small,ChlChl000_5271004,I,512.692222223333,11987.2324338884
36,D,2,Coelastrum,Coelastrum,11.6904761904762,small,ChlCoe000_7749802,IV,586.13333335,6852.17777797262
36,C,16,Merismopedia,Merismopedia,76.5,small,CyaMer000_0000000,I,57.9755208278333,4435.12734332925
36,C,16,Desmodesmus,Desmodesmus,43.9875,small,ChlDes000_2652440,IV,225.120555543333,9902.49043696237
36,C,16,Cyclotella,Cyclotella,290.7,small,BacCyc000_3193095,VI,1359.03125,395070.384375
36,C,16,Rhodomonas,Rhodomonas,128.1375,small,CryRho000_3202546,I,96.67765625,12388.0331777344
36,C,16,Chlamydomonas,Chlamydomonas,15.3,small,ChlChl000_5271004,I,512.692222223333,7844.191000017
36,C,16,Chrysochromulina,Chrysochromulina,47.8125,small,PryChr000_3202213,I,4353.10583333375,208132.87265627
36,C,16,Tetraedron,Tetraedron,3.825,small,ChlTet000_2672378,IV,661.625,2530.715625
36,C,16,Golenkinia radiata,Golenkinia,3.825,small,ChlGolrad_2641100,IV,1022.135417,3909.667970025
36,C,16,Elakatothrix gelatinosa,Elakatothrix,32.5125,small,KleElagel_2641001,IV,157,5104.4625
36,C,16,Oocystis,Oocystis,11.475,small,TreOoc000_2641454,IV,1180.14002970929,13542.1068409141
36,C,16,Ankyra judayi,Ankyra,3.825,small,ChlAnkjud_2642105,IV,112.8306667,431.5773001275
36,C,16,Quadrigula,Quadrigula,17.2125,small,ChlQua000_2641259,IV,69.4288889,1195.04475019125
36,C,16,Koliella,Koliella,1.9125,small,TreKollon_2638730,IV,129.794342216667,248.231679489375
36,C,16,Cryptomonas,Cryptomonas,21.0375,small,CryCry000_3202413,V,1644.2243666,34590.3701123475
36,I,3,Merismopedia,Merismopedia,77.5,small,CyaMer000_0000000,I,57.9755208278333,4493.10286415708
36,I,3,Desmodesmus,Desmodesmus,2281.94444444444,small,ChlDes000_2652440,IV,225.120555543333,513712.601052356
36,I,3,Elakatothrix gelatinosa,Elakatothrix,499.444444444444,small,KleElagel_2641001,IV,157,78412.7777777778
36,I,3,Coelastrum,Coelastrum,43.0555555555556,small,ChlCoe000_7749802,IV,586.13333335,25236.2962970139
36,I,3,Snowella,Snowella,215.277777777778,small,CyaSno000_3217087,I,463.368055566667,99752.8452956018
36,I,3,Chlamydomonas,Chlamydomonas,8.61111111111111,small,ChlChl000_5271004,I,512.692222223333,4414.84969136759
36,I,3,Oocystis,Oocystis,129.166666666667,small,TreOoc000_2641454,IV,1180.14002970929,152434.753837449
36,I,3,Sphaerocystis,Sphaerocystis,51.6666666666667,small,ChlSph000_2639562,I,262.068511908571,13540.2064486095
36,I,3,Ankyra judayi,Ankyra,34.4444444444444,small,ChlAnkjud_2642105,IV,112.8306667,3886.38963077778
36,I,3,Chrysochromulina,Chrysochromulina,34.4444444444444,small,PryChr000_3202213,I,4353.10583333375,149940.312037051
36,I,3,Cyclotella,Cyclotella,51.6666666666667,small,BacCyc000_3193095,VI,1359.03125,70216.6145833333
36,I,3,Scenedesmus arcuatus,Scenedesmus,17.2222222222222,small,ChlScearc_2640846,IV,586.357619042857,10098.3812168492
36,I,3,Rhodomonas,Rhodomonas,25.8333333333333,small,CryRho000_3202546,I,96.67765625,2497.50611979167
36,I,3,Tetraedron,Tetraedron,8.61111111111111,small,ChlTet000_2672378,IV,661.625,5697.32638888889
36,I,3,Cryptomonas,Cryptomonas,8.61111111111111,small,CryCry000_3202413,V,1644.2243666,14158.5987123889
36,I,3,Golenkinia radiata,Golenkinia,8.61111111111111,small,ChlGolrad_2641100,IV,1022.135417,8801.72164638889
